sample_ID,species,reef,project_name,Host-genus,Species,Genotype,Cluster,Fragment_number,TransectLocation(m),Temp_logger_location(m),Temp_logger_name,TCM_logger_location(m),TCM_name,Bag_number,Diver_names,Reef_name,geo_loc_name,DiveStart_mintime,DiveEnd_maxtime,collection_date,sampling_trip,Month,Year,depth,env_biome,env_feature,env_material,env_package,Si(uM),NO2(uM),N_N(uM),NO3(uM),NH4(uM),PO4(uM),Latitude_North,Longitude_W,Notes
apal_ndr_gML2_cl23_fr6_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,23,6,6,6,TL-NDR5,5,TCM-NDR-2,318,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gML2_cl23_fr7_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,23,7,6,6,TL-NDR5,5,TCM-NDR-2,319,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gML2_cl23_frB_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,23,B,6,6,TL-NDR5,5,TCM-NDR-2,800,Ben_Allan,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_pr_gML2_cl58_fr6_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,ML2,58,6,12,12,TL-PR3,10,TCM-PR-2,154,Carly_Dana,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gML2_cl58_frA_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,ML2,58,A,12,12,TL-PR3,10,TCM-PR-2,155,Carly_Dana,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gML2_cl58_fr3_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,ML2,58,3,12,12,TL-PR3,10,TCM-PR-2,156,Carly_Dana,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_ndr_gML2_cl23_fr6_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,23,6,6,6,TL-NDR5,5,TCM-NDR-2,801,Ben_Allan,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gML2_cl23_fr7_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,23,7,6,6,TL-NDR5,5,TCM-NDR-2,802,Ben_Allan,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gML2_cl26_fr3_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,26,3,7,6,TL-NDR5,5,TCM-NDR-2,314,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_pr_gML2_cl58_fr3_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,ML2,58,3,12,12,TL-PR3,10,TCM-PR-2,734,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gML2_cl58_frB_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,ML2,58,B,12,12,TL-PR3,10,TCM-PR-2,735,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gML2_cl58_fr6_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,ML2,58,6,12,12,TL-PR3,10,TCM-PR-2,736,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_ndr_gML2_cl26_fr4_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,26,4,7,6,TL-NDR5,5,TCM-NDR-2,315,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gML2_cl26_fr5_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,26,5,7,6,TL-NDR5,5,TCM-NDR-2,316,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gML2_cl26_fr3_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,26,3,7,6,TL-NDR5,5,TCM-NDR-2,803,Ben_Allan,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gML2_cl26_fr4_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,26,4,7,6,TL-NDR5,5,TCM-NDR-2,804,Ben_Allan,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gML2_cl26_fr5_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,ML2,26,5,7,6,TL-NDR5,5,TCM-NDR-2,805,Ben_Allan,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gCN4_cl28_fr3_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,CN4,28,3,7,6,TL-NDR5,5,TCM-NDR-2,311,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gCN4_cl28_fr4_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,CN4,28,4,7,6,TL-NDR5,5,TCM-NDR-2,312,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gCN4_cl28_fr5_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,CN4,28,5,7,6,TL-NDR5,5,TCM-NDR-2,313,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gCN4_cl28_fr3_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,CN4,28,3,7,6,TL-NDR5,5,TCM-NDR-2,797,Ben_Allan,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gCN4_cl28_fr4_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,CN4,28,4,7,6,TL-NDR5,5,TCM-NDR-2,798,Ben_Allan,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gCN4_cl28_fr5_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,CN4,28,5,7,6,TL-NDR5,5,TCM-NDR-2,799,Ben_Allan,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gCN4_cl32_fr3_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,CN4,32,3,8,9,TL-NDR6,5,TCM-NDR-2,305,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gCN4_cl32_fr4_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,CN4,32,4,8,9,TL-NDR6,5,TCM-NDR-2,306,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gCN4_cl32_fr5_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,CN4,32,5,8,9,TL-NDR6,5,TCM-NDR-2,307,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gCN4_cl32_fr3_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,CN4,32,3,8,9,TL-NDR6,5,TCM-NDR-2,806,Ben_Allan,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_pr_gCN1_cl71_fr4_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,CN1,71,4,14,14,TL-PR4,10,TCM-PR-2,123,Carly_Dana,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gCN1_cl71_fr5_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,CN1,71,5,14,14,TL-PR4,10,TCM-PR-2,124,Carly_Dana,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gCN1_cl71_fr6_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,CN1,71,6,14,14,TL-PR4,10,TCM-PR-2,125,Carly_Dana,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_ndr_gCN4_cl32_fr4_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,CN4,32,4,8,9,TL-NDR6,5,TCM-NDR-2,807,Ben_Allan,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gCN4_cl32_fr5_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,CN4,32,5,8,9,TL-NDR6,5,TCM-NDR-2,808,Ben_Allan,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gCN4_cl38_fr3_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,CN4,38,3,9,9,TL-NDR6,5,TCM-NDR-2,308,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_pr_gCN1_cl71_fr4_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,CN1,71,4,14,14,TL-PR4,10,TCM-PR-2,683,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gCN1_cl71_fr5_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,CN1,71,5,14,14,TL-PR4,10,TCM-PR-2,684,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gCN1_cl71_fr6_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,CN1,71,6,14,14,TL-PR4,10,TCM-PR-2,685,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_ndr_gCN4_cl38_fr4_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,CN4,38,4,9,9,TL-NDR6,5,TCM-NDR-2,309,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gCN4_cl38_fr6_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,CN4,38,6,9,9,TL-NDR6,5,TCM-NDR-2,310,Ben_Allan,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gCN4_cl38_fr3_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,CN4,38,3,9,9,TL-NDR6,5,TCM-NDR-2,809,Ben_Allan,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_pr_gCN4_cl72_fr5_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,CN4,72,5,14,14,TL-PR4,10,TCM-PR-2,126,Carly_Dana,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_cf_gCN2_cl3_fr3_26Nov2018,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,3,3,0,3,TL-CF1,0,TCM-CF-1,376,Ben_Allan,Carysfort_reef,USA,10:15 AM,12:10 PM,26-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,2513.2528,8012.6126,NA
apal_cf_gCN2_cl3_fr4_26Nov2018,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,3,4,0,3,TL-CF1,0,TCM-CF-1,377,Ben_Allan,Carysfort_reef,USA,10:15 AM,12:10 PM,26-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,2513.2528,8012.6126,NA
apal_cf_gCN2_cl3_fr5_26Nov2018,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,3,5,0,3,TL-CF1,0,TCM-CF-1,378,Ben_Allan,Carysfort_reef,USA,10:15 AM,12:10 PM,26-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,2513.2528,8012.6126,NA
apal_cf_gCN2_cl3_fr3_28Feb2019,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,3,3,0,3,TL-CF1,0,TCM-CF-1,511,Carly_Dana,Carysfort_reef,USA,10:40 AM,12:30 PM,28-Feb-19,2,February,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1,0.97,18.42,0.04,2513.2528,8012.6126,NA
apal_cf_gCN2_cl3_fr4_28Feb2019,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,3,4,0,3,TL-CF1,0,TCM-CF-1,512,Carly_Dana,Carysfort_reef,USA,10:40 AM,12:30 PM,28-Feb-19,2,February,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1,0.97,18.42,0.04,2513.2528,8012.6126,NA
apal_cf_gCN2_cl3_fr5_28Feb2019,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,3,5,0,3,TL-CF1,0,TCM-CF-1,513,Carly_Dana,Carysfort_reef,USA,10:40 AM,12:30 PM,28-Feb-19,2,February,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1,0.97,18.42,0.04,2513.2528,8012.6126,NA
apal_cf_gCN2_cl6_fr3_26Nov2018,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,6,3,1,3,TL-CF1,0,TCM-CF-1,379,Ben_Allan,Carysfort_reef,USA,10:15 AM,12:10 PM,26-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,2513.2528,8012.6126,NA
apal_cf_gCN2_cl6_fr4_26Nov2018,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,6,4,1,3,TL-CF1,0,TCM-CF-1,380,Ben_Allan,Carysfort_reef,USA,10:15 AM,12:10 PM,26-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,2513.2528,8012.6126,NA
apal_cf_gCN2_cl6_fr5_26Nov2018,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,6,5,1,3,TL-CF1,0,TCM-CF-1,401,Ben_Allan,Carysfort_reef,USA,10:15 AM,12:10 PM,26-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,2513.2528,8012.6126,NA
apal_cf_gCN2_cl6_fr3_28Feb2019,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,6,3,1,3,TL-CF1,0,TCM-CF-1,514,Carly_Dana,Carysfort_reef,USA,10:40 AM,12:30 PM,28-Feb-19,2,February,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1,0.97,18.42,0.04,2513.2528,8012.6126,NA
apal_cf_gCN2_cl6_fr4_28Feb2019,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,6,4,1,3,TL-CF1,0,TCM-CF-1,515,Carly_Dana,Carysfort_reef,USA,10:40 AM,12:30 PM,28-Feb-19,2,February,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1,0.97,18.42,0.04,2513.2528,8012.6126,NA
apal_cf_gCN2_cl6_fr5_28Feb2019,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,6,5,1,3,TL-CF1,0,TCM-CF-1,516,Carly_Dana,Carysfort_reef,USA,10:40 AM,12:30 PM,28-Feb-19,2,February,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1,0.97,18.42,0.04,2513.2528,8012.6126,NA
apal_cf_gCN2_cl11_fr3_26Nov2018,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,11,3,2,3,TL-CF1,0,TCM-CF-1,402,Ben_Allan,Carysfort_reef,USA,10:15 AM,12:10 PM,26-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,2513.2528,8012.6126,NA
apal_cf_gCN2_cl11_fr4_26Nov2018,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,11,4,2,3,TL-CF1,0,TCM-CF-1,403,Ben_Allan,Carysfort_reef,USA,10:15 AM,12:10 PM,26-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,2513.2528,8012.6126,NA
apal_cf_gCN2_cl11_fr5_26Nov2018,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,11,5,2,3,TL-CF1,0,TCM-CF-1,404,Ben_Allan,Carysfort_reef,USA,10:15 AM,12:10 PM,26-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,2513.2528,8012.6126,NA
apal_cf_gCN2_cl11_fr3_28Feb2019,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,11,3,2,3,TL-CF1,0,TCM-CF-1,517,Carly_Dana,Carysfort_reef,USA,10:40 AM,12:30 PM,28-Feb-19,2,February,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1,0.97,18.42,0.04,2513.2528,8012.6126,NA
apal_cf_gCN2_cl11_fr4_28Feb2019,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,11,4,2,3,TL-CF1,0,TCM-CF-1,518,Carly_Dana,Carysfort_reef,USA,10:40 AM,12:30 PM,28-Feb-19,2,February,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1,0.97,18.42,0.04,2513.2528,8012.6126,NA
apal_cf_gCN2_cl11_fr5_28Feb2019,apal,cf,persistence_to_resistance,Acropora,palmata,CN2,11,5,2,3,TL-CF1,0,TCM-CF-1,519,Carly_Dana,Carysfort_reef,USA,10:40 AM,12:30 PM,28-Feb-19,2,February,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1,0.97,18.42,0.04,2513.2528,8012.6126,NA
apal_cf_gAAA2_cl13_frB_26Nov2018,apal,cf,persistence_to_resistance,Acropora,palmata,AAA2,13,B,2,3,TL-CF1,0,TCM-CF-1,405,Ben_Allan,Carysfort_reef,USA,10:15 AM,12:10 PM,26-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,2513.2528,8012.6126,NA
apal_cf_gAAA2_cl13_fr4_26Nov2018,apal,cf,persistence_to_resistance,Acropora,palmata,AAA2,13,4,2,3,TL-CF1,0,TCM-CF-1,406,Ben_Allan,Carysfort_reef,USA,10:15 AM,12:10 PM,26-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,2513.2528,8012.6126,NA
apal_cf_gAAA2_cl13_fr5_26Nov2018,apal,cf,persistence_to_resistance,Acropora,palmata,AAA2,13,5,2,3,TL-CF1,0,TCM-CF-1,407,Ben_Allan,Carysfort_reef,USA,10:15 AM,12:10 PM,26-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,2513.2528,8012.6126,NA
apal_cf_gAAA2_cl13_fr3_28Feb2019,apal,cf,persistence_to_resistance,Acropora,palmata,AAA2,13,3,2,3,TL-CF1,0,TCM-CF-1,520,Carly_Dana,Carysfort_reef,USA,10:40 AM,12:30 PM,28-Feb-19,2,February,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1,0.97,18.42,0.04,2513.2528,8012.6126,NA
apal_cf_gAAA2_cl13_fr4_28Feb2019,apal,cf,persistence_to_resistance,Acropora,palmata,AAA2,13,4,2,3,TL-CF1,0,TCM-CF-1,521,Carly_Dana,Carysfort_reef,USA,10:40 AM,12:30 PM,28-Feb-19,2,February,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1,0.97,18.42,0.04,2513.2528,8012.6126,NA
apal_cf_gAAA2_cl13_fr5_28Feb2019,apal,cf,persistence_to_resistance,Acropora,palmata,AAA2,13,5,2,3,TL-CF1,0,TCM-CF-1,522,Carly_Dana,Carysfort_reef,USA,10:40 AM,12:30 PM,28-Feb-19,2,February,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1,0.97,18.42,0.04,2513.2528,8012.6126,NA
apal_cf_gHS1_cl15_fr3_26Nov2018,apal,cf,persistence_to_resistance,Acropora,palmata,HS1,15,3,3,3,TL-CF1,0,TCM-CF-1,408,Ben_Allan,Carysfort_reef,USA,10:15 AM,12:10 PM,26-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,2513.2528,8012.6126,NA
apal_cf_gHS1_cl15_frB_26Nov2018,apal,cf,persistence_to_resistance,Acropora,palmata,HS1,15,B,3,3,TL-CF1,0,TCM-CF-1,409,Ben_Allan,Carysfort_reef,USA,10:15 AM,12:10 PM,26-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,2513.2528,8012.6126,NA
apal_cf_gHS1_cl15_fr4_26Nov2018,apal,cf,persistence_to_resistance,Acropora,palmata,HS1,15,4,3,3,TL-CF1,0,TCM-CF-1,410,Ben_Allan,Carysfort_reef,USA,10:15 AM,12:10 PM,26-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,2513.2528,8012.6126,NA
apal_cf_gHS1_cl15_fr5_26Nov2018,apal,cf,persistence_to_resistance,Acropora,palmata,HS1,15,5,3,3,TL-CF1,0,TCM-CF-1,411,Ben_Allan,Carysfort_reef,USA,10:15 AM,12:10 PM,26-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,2513.2528,8012.6126,NA
apal_cf_gHS1_cl15_fr3_28Feb2019,apal,cf,persistence_to_resistance,Acropora,palmata,HS1,15,3,3,3,TL-CF1,0,TCM-CF-1,523,Carly_Dana,Carysfort_reef,USA,10:40 AM,12:30 PM,28-Feb-19,2,February,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1,0.97,18.42,0.04,2513.2528,8012.6126,NA
apal_cf_gHS1_cl15_fr4_28Feb2019,apal,cf,persistence_to_resistance,Acropora,palmata,HS1,15,4,3,3,TL-CF1,0,TCM-CF-1,524,Carly_Dana,Carysfort_reef,USA,10:40 AM,12:30 PM,28-Feb-19,2,February,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1,0.97,18.42,0.04,2513.2528,8012.6126,NA
apal_cf_gHS1_cl15_fr5_28Feb2019,apal,cf,persistence_to_resistance,Acropora,palmata,HS1,15,5,3,3,TL-CF1,0,TCM-CF-1,525,Carly_Dana,Carysfort_reef,USA,10:40 AM,12:30 PM,28-Feb-19,2,February,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1,0.97,18.42,0.04,2513.2528,8012.6126,NA
