sample_ID,species,reef,project_name,Host-genus,Species,Genotype,Cluster,Fragment_number,TransectLocation(m),Temp_logger_location(m),Temp_logger_name,TCM_logger_location(m),TCM_name,Bag_number,Diver_names,Reef_name,geo_loc_name,DiveStart_mintime,DiveEnd_maxtime,collection_date,sampling_trip,Month,Year,depth,env_biome,env_feature,env_material,env_package,Si(uM),NO2(uM),N_N(uM),NO3(uM),NH4(uM),PO4(uM),Latitude_North,Longitude_W,Notes
apal_pr_gCN4_cl103_fr5_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,CN4,103,5,21,20,TL-PR6,10,TCM-PR-2,29,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gCN4_cl103_frNA_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,CN4,103,NA,21,20,TL-PR6,10,TCM-PR-2,30,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gCN4_cl103_fr4_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,CN4,103,4,21,20,TL-PR6,10,TCM-PR-2,628,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gCN4_cl103_fr5_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,CN4,103,5,21,20,TL-PR6,10,TCM-PR-2,629,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gCN4_cl103_fr7_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,CN4,103,7,21,20,TL-PR6,10,TCM-PR-2,630,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gCN1_cl104_fr3_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,CN1,104,3,21,20,TL-PR6,10,TCM-PR-2,22,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gCN1_cl104_fr4_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,CN1,104,4,21,20,TL-PR6,10,TCM-PR-2,23,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gCN1_cl104_fr3_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,CN1,104,3,21,20,TL-PR6,10,TCM-PR-2,24,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gCN1_cl104_fr3_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,CN1,104,3,21,20,TL-PR6,10,TCM-PR-2,631,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gCN1_cl104_fr4_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,CN1,104,4,21,20,TL-PR6,10,TCM-PR-2,632,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gCN1_cl104_fr5_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,CN1,104,5,21,20,TL-PR6,10,TCM-PR-2,633,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gHS1_cl106_fr3_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,106,3,22,23,TL-PR7,10,TCM-PR-2,16,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gHS1_cl106_fr4_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,106,4,22,23,TL-PR7,10,TCM-PR-2,17,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gHS1_cl106_fr6_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,106,6,22,23,TL-PR7,10,TCM-PR-2,18,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gHS1_cl106_fr4_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,106,4,22,23,TL-PR7,10,TCM-PR-2,638,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gHS1_cl106_fr5_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,106,5,22,23,TL-PR7,10,TCM-PR-2,639,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gHS1_cl106_fr7_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,106,7,22,23,TL-PR7,10,TCM-PR-2,640,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gHS1_cl108_fr3_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,108,3,22,23,TL-PR7,10,TCM-PR-2,13,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gHS1_cl108_fr5_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,108,5,22,23,TL-PR7,10,TCM-PR-2,14,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gHS1_cl108_fr6_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,108,6,22,23,TL-PR7,10,TCM-PR-2,15,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gHS1_cl108_fr4_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,108,4,22,23,TL-PR7,10,TCM-PR-2,634,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gHS1_cl108_fr5_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,108,5,22,23,TL-PR7,10,TCM-PR-2,635,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gHS1_cl108_fr6_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,108,6,22,23,TL-PR7,10,TCM-PR-2,637,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gHS1_cl112_fr3_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,112,3,23,23,TL-PR8,10,TCM-PR-2,10,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gHS1_cl112_fr4_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,112,4,23,23,TL-PR8,10,TCM-PR-2,11,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gHS1_cl112_fr6_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,112,6,23,23,TL-PR8,10,TCM-PR-2,12,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gHS1_cl112_fr3_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,112,3,23,23,TL-PR8,10,TCM-PR-2,641,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gHS1_cl112_fr4_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,112,4,23,23,TL-PR8,10,TCM-PR-2,642,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gHS1_cl112_fr6_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,HS1,112,6,23,23,TL-PR8,10,TCM-PR-2,643,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gSN1_cl130_fr3_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,130,3,27,26,TL-PR8,33,TCM-PR-3,7,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gSN1_cl130_fr5_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,130,5,27,26,TL-PR8,33,TCM-PR-3,8,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gSN1_cl130_fr6_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,130,6,27,26,TL-PR8,33,TCM-PR-3,9,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gSN1_cl130_fr3_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,130,3,27,26,TL-PR8,33,TCM-PR-3,644,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gSN1_cl130_fr5_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,130,5,27,26,TL-PR8,33,TCM-PR-3,645,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gSN1_cl130_fr6_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,130,6,27,26,TL-PR8,33,TCM-PR-3,646,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gSN1_cl134_fr4_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,134,4,29,29,TL-PR9,33,TCM-PR-3,4,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gSN1_cl134_fr5_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,134,5,29,29,TL-PR9,33,TCM-PR-3,5,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gSN1_cl134_frB_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,134,B,29,29,TL-PR9,33,TCM-PR-3,6,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gSN1_cl134_fr3_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,134,3,29,29,TL-PR9,33,TCM-PR-3,647,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gSN1_cl134_fr4_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,134,4,29,29,TL-PR9,33,TCM-PR-3,648,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gSN1_cl134_fr5_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,134,5,29,29,TL-PR9,33,TCM-PR-3,649,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gSN1_cl139_fr3_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,139,3,31,29,TL-PR9,33,TCM-PR-3,1,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gSN1_cl139_fr5_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,139,5,31,29,TL-PR9,33,TCM-PR-3,2,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gSN1_cl139_fr6_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,139,6,31,29,TL-PR9,33,TCM-PR-3,3,Ben_Allan,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gSN1_cl139_fr3_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,139,3,31,29,TL-PR9,33,TCM-PR-3,650,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gSN1_cl139_fr5_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,139,5,31,29,TL-PR9,33,TCM-PR-3,651,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gSN1_cl139_fr6_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,SN1,139,6,31,29,TL-PR9,33,TCM-PR-3,652,Carly_Dana,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gML2_cl64_fr4_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,ML2,64,4,13,13_14,TL-PR3_TL-PR4,33,TCM-PR-3,157,Carly_Dana,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gML2_cl64_fr6_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,ML2,64,6,13,13_14,TL-PR3_TL-PR4,33,TCM-PR-3,158,Carly_Dana,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gML2_cl64_fr5_14Nov2018,apal,pr,persistence_to_resistance,Acropora,palmata,ML2,64,5,13,13_14,TL-PR3_TL-PR4,33,TCM-PR-3,159,Carly_Dana,Pickles_Reef,USA,10:14 AM,1:50 PM,14-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2459.071,8024.981,NA
apal_pr_gML2_cl64_fr4_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,ML2,64,4,13,13_14,TL-PR3_TL-PR4,33,TCM-PR-3,737,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gML2_cl64_fr5_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,ML2,64,5,13,13_14,TL-PR3_TL-PR4,33,TCM-PR-3,738,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_pr_gML2_cl64_fr6_01Mar2019,apal,pr,persistence_to_resistance,Acropora,palmata,ML2,64,6,13,13_14,TL-PR3_TL-PR4,33,TCM-PR-3,739,Allan,Pickles_Reef,USA,9:47 AM,11:28 PM,1-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.5,0.02,0.73,0.71,19.86,0.04,2459.071,8024.981,NA
apal_ndr_gHS1_cl70_fr5_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,HS1,70,5,18,19,TL-NDR9,5,TCM-NDR-2,341,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gHS1_cl70_fr3_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,HS1,70,3,18,19,TL-NDR9,5,TCM-NDR-2,744,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gHS1_cl70_fr4_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,HS1,70,4,18,19,TL-NDR9,5,TCM-NDR-2,745,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gHS1_cl70_fr5_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,HS1,70,5,18,19,TL-NDR9,5,TCM-NDR-2,746,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gSN1_cl71_frA_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,SN1,71,A,19,19,TL-NDR9,5,TCM-NDR-2,342,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gSN1_cl71_fr3_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,SN1,71,3,19,19,TL-NDR9,5,TCM-NDR-2,343,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gSN1_cl71_fr4_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,SN1,71,4,19,19,TL-NDR9,5,TCM-NDR-2,344,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gSN1_cl71_frA_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,SN1,71,A,19,19,TL-NDR9,5,TCM-NDR-2,747,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gSN1_cl71_fr3_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,SN1,71,3,19,19,TL-NDR9,5,TCM-NDR-2,748,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gSN1_cl71_fr4_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,SN1,71,4,19,19,TL-NDR9,5,TCM-NDR-2,749,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gSI5_cl76_fr3_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,SI5,76,3,21,22,TL-NDR10,31,TCM-NDR-3,381,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gSI5_cl76_frA_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,SI5,76,A,21,22,TL-NDR10,31,TCM-NDR-3,382,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gSI5_cl76_frA_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,SI5,76,A,21,22,TL-NDR10,31,TCM-NDR-3,750,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gSI5_cl76_fr3_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,SI5,76,3,21,22,TL-NDR10,31,TCM-NDR-3,751,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
apal_ndr_gSI5_cl77_fr4_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,SI5,77,4,21,22,TL-NDR10,31,TCM-NDR-3,239,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gSI5_cl77_fr6_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,SI5,77,6,21,22,TL-NDR10,31,TCM-NDR-3,240,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gSI5_cl77_fr7_20Nov2018,apal,ndr,persistence_to_resistance,Acropora,palmata,SI5,77,7,21,22,TL-NDR10,31,TCM-NDR-3,224,Annie_Dana,North_Dry_Rocks,USA,9:41 AM,11:53 PM,20-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.2,0.02,0.67,0.65,7.74,0.14,25.13038,80.29401,NA
apal_ndr_gSI5_cl77_fr4_04Mar2019,apal,ndr,persistence_to_resistance,Acropora,palmata,SI5,77,4,21,22,TL-NDR10,31,TCM-NDR-3,752,Carly_Dana,North_Dry_Rocks,USA,9:36 AM,11:53 PM,4-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,0.9,0.88,23.12,0.06,25.13038,80.29401,NA
